Sr no,Frame,Expression,Direction,Eye Movement,Label
1,c9_face1.jpg,,,,
2,c9_face2.jpg,,Looking Left,,
3,c9_face3.jpg,,Looking Left,,
4,c9_face4.jpg,,Looking Left,,
5,c9_face5.jpg,,Looking Left,,
6,c9_face6.jpg,,Looking Left,,
7,c9_face7.jpg,,Looking Left,,
8,c9_face8.jpg,,Looking Left,,
9,c9_face9.jpg,,Looking Left,,
10,c9_face10.jpg,,Looking Left,,
11,c9_face11.jpg,,Looking Left,,
12,c9_face12.jpg,,Looking Left,,
13,c9_face13.jpg,,Looking Left,,
14,c9_face14.jpg,,Looking Left,,
15,c9_face15.jpg,,Looking Left,,
16,c9_face16.jpg,,Looking Left,,
17,c9_face17.jpg,,Looking Left,,
18,c9_face18.jpg,,Looking Left,,
19,c9_face19.jpg,,Looking Left,,
20,c9_face20.jpg,,Looking Left,,
21,c9_face21.jpg,,Looking Left,,
22,c9_face22.jpg,,Looking Left,,
23,c9_face23.jpg,,Looking Left,,
24,c9_face24.jpg,,Looking Left,,
25,c9_face25.jpg,,Looking Left,,
26,c9_face26.jpg,,Looking Left,,
27,c9_face27.jpg,,Looking Left,,
28,c9_face28.jpg,,Forward,,
29,c9_face29.jpg,,Forward,,
30,c9_face30.jpg,,Forward,,
31,c9_face31.jpg,,Forward,,
32,c9_face32.jpg,,Forward,,
33,c9_face33.jpg,,Forward,,
34,c9_face34.jpg,angry,Forward,down,0
35,c9_face35.jpg,,Forward,,
36,c9_face36.jpg,,Forward,,
37,c9_face37.jpg,,Forward,,
38,c9_face38.jpg,,,,
39,c9_face39.jpg,angry,Forward,closed,0
40,c9_face40.jpg,angry,Forward,center,0
41,c9_face41.jpg,,Forward,,
42,c9_face42.jpg,,Forward,,
43,c9_face43.jpg,,Forward,,
44,c9_face44.jpg,,Forward,,
45,c9_face45.jpg,,Forward,,
46,c9_face46.jpg,,Forward,,
47,c9_face47.jpg,,Forward,,
48,c9_face48.jpg,,Forward,,
49,c9_face49.jpg,,Forward,,
50,c9_face50.jpg,sad,Forward,closed,0
51,c9_face51.jpg,,Forward,,
52,c9_face52.jpg,angry,Forward,closed,0
53,c9_face53.jpg,,Forward,,
54,c9_face54.jpg,,Forward,,
55,c9_face55.jpg,,Forward,,
56,c9_face56.jpg,,Forward,,
57,c9_face57.jpg,fear,Forward,center,0
58,c9_face58.jpg,,Forward,,
59,c9_face59.jpg,angry,Forward,center,0
60,c9_face60.jpg,angry,Forward,center,0
61,c9_face61.jpg,,Forward,,
62,c9_face62.jpg,,Forward,,
63,c9_face63.jpg,,Forward,,
64,c9_face64.jpg,,Forward,,
65,c9_face65.jpg,angry,Forward,down,0
66,c9_face66.jpg,,,,
67,c9_face67.jpg,,,,
68,c9_face68.jpg,,Forward,,
69,c9_face69.jpg,,,,
70,c9_face70.jpg,,Forward,,
71,c9_face71.jpg,,Forward,,
72,c9_face72.jpg,,Forward,,
73,c9_face73.jpg,angry,Forward,center,0
74,c9_face74.jpg,angry,Forward,up,0
75,c9_face75.jpg,,Forward,,
76,c9_face76.jpg,,,,
77,c9_face77.jpg,,Forward,,
78,c9_face78.jpg,,Forward,,
79,c9_face79.jpg,,,,
80,c9_face80.jpg,,Looking Down,,
81,c9_face81.jpg,,Forward,,
82,c9_face82.jpg,,Forward,,
83,c9_face83.jpg,sad,Looking Up,up,0
84,c9_face84.jpg,sad,Forward,center,0
85,c9_face85.jpg,sad,Forward,center,0
86,c9_face86.jpg,sad,Forward,center,0
87,c9_face87.jpg,,Forward,,
88,c9_face88.jpg,,Forward,,
89,c9_face89.jpg,fear,Forward,center,0
90,c9_face90.jpg,angry,Forward,down,0
91,c9_face91.jpg,,Forward,,
92,c9_face92.jpg,angry,Forward,down,0
93,c9_face93.jpg,,Forward,,
94,c9_face94.jpg,,Forward,,
95,c9_face95.jpg,,Forward,,
96,c9_face96.jpg,,Looking Down,,
97,c9_face97.jpg,sad,Forward,center,0
98,c9_face98.jpg,,Forward,,
99,c9_face99.jpg,,Forward,,
100,c9_face100.jpg,,Forward,,
101,c9_face101.jpg,,Forward,,
102,c9_face102.jpg,,Forward,,
103,c9_face103.jpg,,Forward,,
104,c9_face104.jpg,,Forward,,
105,c9_face105.jpg,,Forward,,
106,c9_face106.jpg,,Forward,,
107,c9_face107.jpg,neutral,Forward,center,1
108,c9_face108.jpg,,Forward,,
109,c9_face109.jpg,angry,Forward,down,0
