Sr No,Frame,Expression,Direction,Eye Movement,Label
1,c18_face1.jpg,,Forward,,
2,c18_face2.jpg,sad,Looking Up,,0
3,c18_face3.jpg,,Looking Left,,
4,c18_face4.jpg,,Forward,,
5,c18_face5.jpg,sad,Looking Left,,0
6,c18_face6.jpg,sad,Looking Left,,0
7,c18_face7.jpg,sad,Looking Up,,0
8,c18_face8.jpg,neutral,Looking Up,,0
9,c18_face9.jpg,sad,Looking Up,,0
10,c18_face10.jpg,,Looking Up,,
11,c18_face11.jpg,sad,Looking Up,,0
12,c18_face12.jpg,sad,Looking Up,,0
13,c18_face13.jpg,sad,Looking Up,,0
14,c18_face14.jpg,sad,Looking Up,,0
15,c18_face15.jpg,sad,Looking Up,,0
16,c18_face16.jpg,sad,Looking Up,,0
17,c18_face17.jpg,sad,Looking Up,,0
18,c18_face18.jpg,sad,Looking Up,,0
19,c18_face19.jpg,sad,Looking Up,,0
20,c18_face20.jpg,,Looking Up,,
21,c18_face21.jpg,,Looking Up,,
22,c18_face22.jpg,,,,
23,c18_face23.jpg,,Looking Up,,
24,c18_face24.jpg,sad,Looking Up,,0
25,c18_face25.jpg,,,,
26,c18_face26.jpg,sad,Looking Up,,1
27,c18_face27.jpg,sad,Looking Left,,1
28,c18_face28.jpg,,Looking Up,,
29,c18_face29.jpg,,Looking Up,,
30,c18_face30.jpg,,Forward,,
31,c18_face31.jpg,,Forward,,
32,c18_face32.jpg,sad,Looking Up,,0
33,c18_face33.jpg,,,,
34,c18_face34.jpg,sad,Looking Up,,0
35,c18_face35.jpg,sad,Looking Up,,0
36,c18_face36.jpg,neutral,Looking Up,,0
37,c18_face37.jpg,,,,
38,c18_face38.jpg,sad,Looking Up,,0
39,c18_face39.jpg,,Looking Up,,
40,c18_face40.jpg,,,,
41,c18_face41.jpg,,,,
42,c18_face42.jpg,,,,
43,c18_face43.jpg,,,,
44,c18_face44.jpg,sad,Looking Up,,1
45,c18_face45.jpg,sad,Looking Left,,1
46,c18_face46.jpg,sad,Looking Up,,1
47,c18_face47.jpg,sad,Looking Up,,0
48,c18_face48.jpg,sad,Looking Left,,0
49,c18_face49.jpg,,Looking Left,,
50,c18_face50.jpg,sad,Looking Up,,0
51,c18_face51.jpg,sad,Looking Left,,0
52,c18_face52.jpg,sad,Looking Up,,0
53,c18_face53.jpg,sad,Looking Left,,0
54,c18_face54.jpg,sad,Looking Left,,0
55,c18_face55.jpg,sad,Looking Up,,0
56,c18_face56.jpg,sad,Looking Up,,0
57,c18_face57.jpg,sad,Looking Up,,0
58,c18_face58.jpg,sad,Looking Up,,0
59,c18_face59.jpg,,Looking Left,,
60,c18_face60.jpg,sad,Looking Up,,0
61,c18_face61.jpg,sad,Looking Up,,0
62,c18_face62.jpg,,Looking Up,,
63,c18_face63.jpg,,Looking Up,,
64,c18_face64.jpg,,Looking Left,,
65,c18_face65.jpg,sad,Looking Left,,0
66,c18_face66.jpg,,Forward,,
67,c18_face67.jpg,,Looking Up,,
68,c18_face68.jpg,sad,Looking Up,,1
69,c18_face69.jpg,sad,Looking Up,,1
70,c18_face70.jpg,sad,Looking Up,,0
71,c18_face71.jpg,sad,Looking Up,,1
72,c18_face72.jpg,,Forward,,
73,c18_face73.jpg,,Forward,,
74,c18_face74.jpg,sad,Looking Up,,0
75,c18_face75.jpg,,Looking Up,,
76,c18_face76.jpg,,,,
77,c18_face77.jpg,,,,
78,c18_face78.jpg,,Looking Left,,
79,c18_face79.jpg,sad,Looking Up,,0
80,c18_face80.jpg,sad,Looking Up,,0
81,c18_face81.jpg,sad,Looking Up,,0
82,c18_face82.jpg,neutral,Looking Right,,0
83,c18_face83.jpg,sad,Looking Up,,0
84,c18_face84.jpg,sad,Looking Up,,0
85,c18_face85.jpg,sad,Looking Up,,0
86,c18_face86.jpg,sad,Looking Up,,0
87,c18_face87.jpg,sad,Looking Up,,0
88,c18_face88.jpg,,Looking Up,,
89,c18_face89.jpg,sad,Looking Up,,0
90,c18_face90.jpg,sad,Looking Up,,0
91,c18_face91.jpg,sad,Looking Up,,0
92,c18_face92.jpg,,Looking Up,,
93,c18_face93.jpg,,Forward,,
94,c18_face94.jpg,sad,Looking Up,,0
95,c18_face95.jpg,,Forward,,
96,c18_face96.jpg,,Looking Up,,
97,c18_face97.jpg,sad,Looking Up,,0
98,c18_face98.jpg,sad,Looking Right,,0
99,c18_face99.jpg,,Forward,,
100,c18_face100.jpg,sad,Looking Up,,0
101,c18_face101.jpg,sad,Looking Up,,0
102,c18_face102.jpg,sad,Looking Up,,1
103,c18_face103.jpg,sad,Looking Up,,0
104,c18_face104.jpg,neutral,Looking Up,,0
105,c18_face105.jpg,sad,Looking Up,,0
106,c18_face106.jpg,sad,Looking Up,,0
107,c18_face107.jpg,sad,Looking Up,,0
108,c18_face108.jpg,,Forward,,
109,c18_face109.jpg,sad,Looking Up,,0
110,c18_face110.jpg,,Looking Up,,
111,c18_face111.jpg,,Forward,,
112,c18_face112.jpg,,Looking Up,,
113,c18_face113.jpg,,Looking Up,,
114,c18_face114.jpg,sad,Looking Up,,0
115,c18_face115.jpg,sad,Looking Up,,0
116,c18_face116.jpg,neutral,Looking Up,,1
117,c18_face117.jpg,,Looking Up,,
118,c18_face118.jpg,,,,
119,c18_face119.jpg,sad,Looking Left,,0
120,c18_face120.jpg,sad,Looking Left,,0
121,c18_face121.jpg,sad,Looking Up,,0
122,c18_face122.jpg,sad,Looking Up,,0
123,c18_face123.jpg,sad,Looking Up,,0
124,c18_face124.jpg,sad,Looking Up,,0
125,c18_face125.jpg,sad,Looking Up,,0
126,c18_face126.jpg,,Looking Up,,
127,c18_face127.jpg,,Looking Up,,
128,c18_face128.jpg,,,,
129,c18_face129.jpg,,,,
130,c18_face130.jpg,,Looking Right,,
131,c18_face131.jpg,,,,
132,c18_face132.jpg,,,,
133,c18_face133.jpg,,,,
134,c18_face134.jpg,,,,
135,c18_face135.jpg,,,,
136,c18_face136.jpg,,,,
137,c18_face137.jpg,,,,
138,c18_face138.jpg,,,,
139,c18_face139.jpg,,,,
140,c18_face140.jpg,,,,
141,c18_face141.jpg,,Looking Right,,
142,c18_face142.jpg,,,,
143,c18_face143.jpg,,,,
144,c18_face144.jpg,,,,
145,c18_face145.jpg,,Looking Left,,
146,c18_face146.jpg,,Forward,,
147,c18_face147.jpg,,,,
148,c18_face148.jpg,,,,
149,c18_face149.jpg,,Looking Right,,
150,c18_face150.jpg,sad,Looking Left,,0
151,c18_face151.jpg,,,,
152,c18_face152.jpg,,Looking Up,,
153,c18_face153.jpg,,,,
154,c18_face154.jpg,,,,
155,c18_face155.jpg,,,,
156,c18_face156.jpg,,Looking Right,,
157,c18_face157.jpg,sad,Looking Left,,0
158,c18_face158.jpg,sad,Looking Left,,0
159,c18_face159.jpg,sad,Looking Left,,0
160,c18_face160.jpg,,Looking Right,,
161,c18_face161.jpg,,Looking Left,,
162,c18_face162.jpg,sad,Looking Left,,0
163,c18_face163.jpg,,Looking Left,,
164,c18_face164.jpg,,,,
165,c18_face165.jpg,neutral,Looking Left,,0
166,c18_face166.jpg,,Looking Up,,
167,c18_face167.jpg,,,,
168,c18_face168.jpg,,Looking Left,,
169,c18_face169.jpg,sad,Looking Left,,0
170,c18_face170.jpg,,Looking Right,,
171,c18_face171.jpg,sad,Looking Right,,0
172,c18_face172.jpg,,Looking Right,,
173,c18_face173.jpg,,Looking Up,,
174,c18_face174.jpg,sad,Looking Right,,0
175,c18_face175.jpg,sad,Looking Left,,0
176,c18_face176.jpg,sad,Looking Left,,0
177,c18_face177.jpg,,Looking Right,,
178,c18_face178.jpg,,Looking Up,,
179,c18_face179.jpg,sad,Looking Up,,0
180,c18_face180.jpg,,Looking Up,,
181,c18_face181.jpg,,Looking Left,,
182,c18_face182.jpg,sad,Looking Left,,0
183,c18_face183.jpg,sad,Looking Left,,0
184,c18_face184.jpg,sad,Looking Left,,0
185,c18_face185.jpg,,Looking Left,,
186,c18_face186.jpg,sad,Looking Left,,0
187,c18_face187.jpg,,,,
188,c18_face188.jpg,,Looking Right,,
189,c18_face189.jpg,sad,Looking Left,,0
190,c18_face190.jpg,,,,
191,c18_face191.jpg,,,,
192,c18_face192.jpg,,,,
193,c18_face193.jpg,,Looking Left,,
194,c18_face194.jpg,,Looking Left,,
195,c18_face195.jpg,,Looking Right,,
196,c18_face196.jpg,,Looking Right,,
197,c18_face197.jpg,,,,
198,c18_face198.jpg,,Looking Up,,
199,c18_face199.jpg,sad,Looking Up,,1
200,c18_face200.jpg,neutral,Looking Up,,1
