Sr No,Frame,Expression,Direction,Eye Movement,Label
1,c16_face1.jpg,neutral,Looking Up,right,0
2,c16_face2.jpg,neutral,Looking Up,left,0
3,c16_face3.jpg,,Looking Left,,
4,c16_face4.jpg,neutral,Looking Up,left,1
5,c16_face5.jpg,,Looking Up,,
6,c16_face6.jpg,,Looking Right,,
7,c16_face7.jpg,,Looking Up,,
8,c16_face8.jpg,,Looking Up,,
9,c16_face9.jpg,,,,
10,c16_face10.jpg,neutral,Looking Right,right,1
11,c16_face11.jpg,,,,
12,c16_face12.jpg,,,,
13,c16_face13.jpg,,,,
14,c16_face14.jpg,,,,
15,c16_face15.jpg,neutral,Looking Up,left,1
16,c16_face16.jpg,,Looking Left,,
17,c16_face17.jpg,neutral,Looking Up,center,1
18,c16_face18.jpg,,Looking Left,,
19,c16_face19.jpg,,Looking Up,,
20,c16_face20.jpg,neutral,Looking Up,left,0
21,c16_face21.jpg,,,,
22,c16_face22.jpg,,,,
23,c16_face23.jpg,,,,
24,c16_face24.jpg,,,,
25,c16_face25.jpg,,,,
26,c16_face26.jpg,,,,
27,c16_face27.jpg,,,,
28,c16_face28.jpg,,,,
29,c16_face29.jpg,,,,
30,c16_face30.jpg,,,,
31,c16_face31.jpg,,,,
32,c16_face32.jpg,,,,
33,c16_face33.jpg,,,,
34,c16_face34.jpg,,,,
35,c16_face35.jpg,,,,
36,c16_face36.jpg,,,,
37,c16_face37.jpg,,,,
38,c16_face38.jpg,,,,
39,c16_face39.jpg,neutral,Looking Right,up,0
40,c16_face40.jpg,neutral,Looking Up,center,0
41,c16_face41.jpg,,Looking Up,,
42,c16_face42.jpg,neutral,Looking Up,,
43,c16_face43.jpg,,,,
44,c16_face44.jpg,neutral,Looking Up,left,1
45,c16_face45.jpg,,,,
46,c16_face46.jpg,,,,
47,c16_face47.jpg,,,,
48,c16_face48.jpg,,,,
49,c16_face49.jpg,neutral,Looking Up,closed,0
50,c16_face50.jpg,neutral,Looking Up,right,0
51,c16_face51.jpg,,,,
52,c16_face52.jpg,neutral,Looking Up,right,0
53,c16_face53.jpg,,,,
54,c16_face54.jpg,,,,
55,c16_face55.jpg,,,,
56,c16_face56.jpg,,,,
57,c16_face57.jpg,,,,
58,c16_face58.jpg,,,,
59,c16_face59.jpg,,,,
60,c16_face60.jpg,,,,
61,c16_face61.jpg,,,,
62,c16_face62.jpg,,,,
63,c16_face63.jpg,,,,
64,c16_face64.jpg,,Looking Up,,
65,c16_face65.jpg,,Looking Up,,
66,c16_face66.jpg,neutral,Looking Up,up,0
67,c16_face67.jpg,neutral,Looking Up,center,1
68,c16_face68.jpg,angry,Looking Up,right,0
69,c16_face69.jpg,,Looking Right,,
70,c16_face70.jpg,,Looking Up,,
71,c16_face71.jpg,,Looking Up,,
72,c16_face72.jpg,,Looking Left,,
73,c16_face73.jpg,,Looking Left,,
74,c16_face74.jpg,,Looking Left,,
75,c16_face75.jpg,neutral,Looking Up,left,0
76,c16_face76.jpg,,,,
77,c16_face77.jpg,,,,
78,c16_face78.jpg,neutral,Looking Up,left,1
79,c16_face79.jpg,,,,
80,c16_face80.jpg,,,,
81,c16_face81.jpg,,,,
82,c16_face82.jpg,fear,Looking Up,closed,0
83,c16_face83.jpg,,,,
84,c16_face84.jpg,,,,
85,c16_face85.jpg,,,,
86,c16_face86.jpg,,Looking Left,,
87,c16_face87.jpg,neutral,Looking Up,center,1
88,c16_face88.jpg,happy,Looking Left,left,1
89,c16_face89.jpg,neutral,Looking Up,center,1
90,c16_face90.jpg,,,,
91,c16_face91.jpg,happy,Looking Up,center,0
92,c16_face92.jpg,neutral,Forward,,
93,c16_face93.jpg,,,,
94,c16_face94.jpg,neutral,Looking Left,up,0
95,c16_face95.jpg,,Looking Up,,
96,c16_face96.jpg,neutral,Looking Up,left,0
97,c16_face97.jpg,neutral,Looking Left,left,0
98,c16_face98.jpg,neutral,Looking Up,up,0
99,c16_face99.jpg,happy,Looking Up,center,1
100,c16_face100.jpg,surprise,Looking Up,center,1
101,c16_face101.jpg,neutral,Looking Up,center,1
102,c16_face102.jpg,,Looking Up,,
103,c16_face103.jpg,,Looking Down,,
104,c16_face104.jpg,neutral,Forward,center,1
105,c16_face105.jpg,neutral,Looking Up,center,0
106,c16_face106.jpg,,Looking Up,,
107,c16_face107.jpg,neutral,Looking Up,up,0
108,c16_face108.jpg,neutral,Looking Up,up,0
109,c16_face109.jpg,,Looking Right,,
110,c16_face110.jpg,,,,
111,c16_face111.jpg,,,,
112,c16_face112.jpg,,,,
113,c16_face113.jpg,neutral,Looking Up,left,0
114,c16_face114.jpg,,,,
115,c16_face115.jpg,neutral,Looking Up,center,1
116,c16_face116.jpg,neutral,Forward,center,0
117,c16_face117.jpg,,,,
118,c16_face118.jpg,,Looking Up,,
119,c16_face119.jpg,neutral,Looking Up,right,0
120,c16_face120.jpg,neutral,Looking Up,right,0
121,c16_face121.jpg,neutral,Looking Up,center,0
122,c16_face122.jpg,sad,Looking Up,center,0
123,c16_face123.jpg,neutral,Looking Up,left,1
124,c16_face124.jpg,neutral,Forward,center,0
125,c16_face125.jpg,neutral,Looking Up,center,0
126,c16_face126.jpg,neutral,Looking Up,center,0
127,c16_face127.jpg,,Forward,,
128,c16_face128.jpg,,Forward,,
129,c16_face129.jpg,,,,
130,c16_face130.jpg,,,,
131,c16_face131.jpg,,,,
132,c16_face132.jpg,,,,
133,c16_face133.jpg,,,,
134,c16_face134.jpg,,,,
135,c16_face135.jpg,neutral,Looking Up,center,1
136,c16_face136.jpg,neutral,Looking Up,left,0
137,c16_face137.jpg,neutral,Looking Up,right,0
138,c16_face138.jpg,,,,
139,c16_face139.jpg,,,,
140,c16_face140.jpg,,,,
141,c16_face141.jpg,,,,
142,c16_face142.jpg,,,,
143,c16_face143.jpg,,,,
144,c16_face144.jpg,,,,
145,c16_face145.jpg,,,,
146,c16_face146.jpg,,,,
147,c16_face147.jpg,,Looking Up,,
148,c16_face148.jpg,,,,
149,c16_face149.jpg,,,,
150,c16_face150.jpg,,,,
151,c16_face151.jpg,,,,
152,c16_face152.jpg,,,,
153,c16_face153.jpg,,,,
154,c16_face154.jpg,,,,
155,c16_face155.jpg,,,,
156,c16_face156.jpg,,,,
157,c16_face157.jpg,,Looking Up,,
158,c16_face158.jpg,,,,
159,c16_face159.jpg,,,,
160,c16_face160.jpg,,Looking Up,,
161,c16_face161.jpg,,,,
162,c16_face162.jpg,neutral,Looking Up,center,0
163,c16_face163.jpg,,,,
164,c16_face164.jpg,,,,
165,c16_face165.jpg,,,,
166,c16_face166.jpg,,,,
167,c16_face167.jpg,,,,
168,c16_face168.jpg,,,,
169,c16_face169.jpg,,,,
170,c16_face170.jpg,,,,
171,c16_face171.jpg,,Looking Right,,
172,c16_face172.jpg,,,,
173,c16_face173.jpg,,,,
174,c16_face174.jpg,,,,
175,c16_face175.jpg,fear,Looking Up,up,0
176,c16_face176.jpg,neutral,Looking Up,center,0
177,c16_face177.jpg,neutral,Looking Up,center,0
178,c16_face178.jpg,neutral,Looking Right,down,0
179,c16_face179.jpg,neutral,Looking Right,center,0
180,c16_face180.jpg,neutral,Looking Up,center,0
181,c16_face181.jpg,neutral,Forward,center,0
182,c16_face182.jpg,neutral,Forward,down,0
183,c16_face183.jpg,neutral,Forward,down,0
184,c16_face184.jpg,neutral,Forward,left,0
185,c16_face185.jpg,neutral,Looking Up,left,1
186,c16_face186.jpg,neutral,Looking Up,down,0
187,c16_face187.jpg,neutral,Looking Right,right,0
188,c16_face188.jpg,,Looking Right,,
189,c16_face189.jpg,,Looking Right,,
190,c16_face190.jpg,,Looking Right,,
191,c16_face191.jpg,,Looking Right,,
192,c16_face192.jpg,,,,
193,c16_face193.jpg,,,,
194,c16_face194.jpg,,,,
195,c16_face195.jpg,neutral,Forward,down,0
196,c16_face196.jpg,,Forward,,
197,c16_face197.jpg,neutral,Forward,down,0
198,c16_face198.jpg,neutral,Forward,center,0
199,c16_face199.jpg,,Forward,,
200,c16_face200.jpg,,Forward,,
