Sr no,Frame,Expression,Direction,Eye Movement,Label
1,c15_face1.jpg,neutral,Looking Up,center,1
2,c15_face2.jpg,neutral,Forward,center,1
3,c15_face3.jpg,neutral,Forward,center,1
4,c15_face4.jpg,neutral,Forward,center,1
5,c15_face5.jpg,neutral,Forward,center,1
6,c15_face6.jpg,neutral,Forward,center,1
7,c15_face7.jpg,neutral,Forward,right,0
8,c15_face8.jpg,,,,
9,c15_face9.jpg,neutral,Forward,down,0
10,c15_face10.jpg,neutral,Forward,center,1
11,c15_face11.jpg,,,,
12,c15_face12.jpg,,,,
13,c15_face13.jpg,,,,
14,c15_face14.jpg,neutral,Forward,down,0
15,c15_face15.jpg,neutral,Looking Right,right,0
16,c15_face16.jpg,neutral,Forward,center,1
17,c15_face17.jpg,neutral,Forward,left,0
18,c15_face18.jpg,neutral,Looking Left,up,0
19,c15_face19.jpg,,,,
20,c15_face20.jpg,,,,
21,c15_face21.jpg,,,,
22,c15_face22.jpg,,,,
23,c15_face23.jpg,,,,
24,c15_face24.jpg,,,,
25,c15_face25.jpg,,,,
26,c15_face26.jpg,,,,
27,c15_face27.jpg,,,,
28,c15_face28.jpg,,,,
29,c15_face29.jpg,,,,
30,c15_face30.jpg,,,,
31,c15_face31.jpg,,,,
32,c15_face32.jpg,,,,
33,c15_face33.jpg,neutral,Forward,center,1
34,c15_face34.jpg,,,,
35,c15_face35.jpg,,,,
36,c15_face36.jpg,,,,
37,c15_face37.jpg,,,,
38,c15_face38.jpg,,,,
39,c15_face39.jpg,,,,
40,c15_face40.jpg,neutral,Looking Right,down,0
41,c15_face41.jpg,,,,
42,c15_face42.jpg,neutral,Forward,down,0
43,c15_face43.jpg,,,,
44,c15_face44.jpg,,,,
45,c15_face45.jpg,sad,Looking Right,right,0
46,c15_face46.jpg,neutral,Looking Right,right,0
47,c15_face47.jpg,angry,Looking Down,center,0
48,c15_face48.jpg,neutral,Looking Down,center,1
49,c15_face49.jpg,neutral,Forward,up,0
50,c15_face50.jpg,neutral,Looking Down,right,0
51,c15_face51.jpg,angry,Looking Down,center,0
52,c15_face52.jpg,,,,
53,c15_face53.jpg,neutral,Looking Down,center,1
54,c15_face54.jpg,neutral,Looking Down,center,1
55,c15_face55.jpg,neutral,Looking Down,down,0
56,c15_face56.jpg,neutral,Looking Left,center,1
57,c15_face57.jpg,,,,
58,c15_face58.jpg,,,,
59,c15_face59.jpg,neutral,Looking Left,up,0
60,c15_face60.jpg,,,,
61,c15_face61.jpg,neutral,Looking Down,center,1
62,c15_face62.jpg,,,,
63,c15_face63.jpg,,,,
64,c15_face64.jpg,neutral,Looking Down,down,0
65,c15_face65.jpg,,,,
66,c15_face66.jpg,,,,
67,c15_face67.jpg,,,,
68,c15_face68.jpg,,,,
69,c15_face69.jpg,angry,Looking Left,left,0
70,c15_face70.jpg,neutral,Looking Left,up,0
71,c15_face71.jpg,angry,Looking Down,down,0
72,c15_face72.jpg,angry,Looking Left,center,0
73,c15_face73.jpg,neutral,Looking Down,center,1
74,c15_face74.jpg,neutral,Looking Left,left,0
75,c15_face75.jpg,angry,Looking Left,left,0
76,c15_face76.jpg,neutral,Looking Down,center,1
77,c15_face77.jpg,neutral,Looking Down,center,1
78,c15_face78.jpg,neutral,Looking Left,left,0
79,c15_face79.jpg,neutral,Looking Down,center,1
80,c15_face80.jpg,angry,Looking Left,left,0
81,c15_face81.jpg,neutral,Looking Left,center,1
82,c15_face82.jpg,neutral,Looking Left,up,0
83,c15_face83.jpg,neutral,Looking Down,up,0
84,c15_face84.jpg,angry,Looking Down,center,0
85,c15_face85.jpg,neutral,Looking Down,center,1
86,c15_face86.jpg,angry,Looking Left,down,0
87,c15_face87.jpg,angry,Looking Down,down,0
88,c15_face88.jpg,neutral,Looking Left,center,1
89,c15_face89.jpg,neutral,Looking Left,center,1
90,c15_face90.jpg,angry,Looking Left,down,0
