Sr No,Frame,Expression,Direction,Eye Movement,Label
1,c17_face1.jpg,neutral,Looking Left,down,0
2,c17_face2.jpg,neutral,Looking Right,right,0
3,c17_face3.jpg,neutral,Forward,center,0
4,c17_face4.jpg,neutral,Looking Down,center,0
5,c17_face5.jpg,neutral,Forward,center,0
6,c17_face6.jpg,neutral,Forward,center,0
7,c17_face7.jpg,neutral,Forward,center,0
8,c17_face8.jpg,neutral,Forward,right,0
9,c17_face9.jpg,neutral,Forward,center,0
10,c17_face10.jpg,neutral,Forward,center,0
11,c17_face11.jpg,neutral,Forward,down,1
12,c17_face12.jpg,neutral,Forward,center,0
13,c17_face13.jpg,neutral,Forward,center ,1
14,c17_face14.jpg,neutral,Forward,closed,0
15,c17_face15.jpg,neutral,Looking Down,center,1
16,c17_face16.jpg,neutral,Forward,center ,1
17,c17_face17.jpg,neutral,Looking Down,closed,0
18,c17_face18.jpg,neutral,Looking Down,center ,0
19,c17_face19.jpg,neutral,Forward,center ,1
20,c17_face20.jpg,neutral,Forward,center,1
21,c17_face21.jpg,neutral,Forward,center ,0
22,c17_face22.jpg,neutral,Forward,center ,0
23,c17_face23.jpg,neutral,Forward,center,0
24,c17_face24.jpg,neutral,Looking Down,center ,0
25,c17_face25.jpg,neutral,Forward,center,0
26,c17_face26.jpg,neutral,Forward,center ,0
27,c17_face27.jpg,neutral,Looking Down,center,0
28,c17_face28.jpg,neutral,Forward,center ,0
29,c17_face29.jpg,neutral,Forward,center ,0
30,c17_face30.jpg,neutral,Looking Down,center,1
31,c17_face31.jpg,neutral,Forward,center,1
32,c17_face32.jpg,neutral,Forward,right,0
33,c17_face33.jpg,neutral,Forward,closed,0
34,c17_face34.jpg,neutral,Forward,closed,0
35,c17_face35.jpg,neutral,Forward,center,1
36,c17_face36.jpg,neutral,Forward,right,0
37,c17_face37.jpg,neutral,Forward,left,1
38,c17_face38.jpg,neutral,Forward,center,0
39,c17_face39.jpg,neutral,Forward,left,0
40,c17_face40.jpg,neutral,Forward,up,0
41,c17_face41.jpg,neutral,Forward,center,0
