Sr no,Frame,Expression,Direction,Eye Movement,Label
1,c26_face1.jpg,neutral,Forward,center,1
2,c26_face2.jpg,,,,
3,c26_face3.jpg,neutral,Forward,left,0
3,c26_face4.jpg,neutral,Forward,center,1
4,c26_face5.jpg,neutral,Forward,left,0
5,c26_face6.jpg,neutral,Forward,right,0
6,c26_face7.jpg,neutral,Looking Right,left,0
7,c26_face8.jpg,neutral,Looking Right,down,0
8,c26_face9.jpg,neutral,Forward,down,0
9,c26_face10.jpg,neutral,Forward,down,0
10,c26_face11.jpg,neutral,Forward,down,0
11,c26_face12.jpg,neutral,Forward,down,0
12,c26_face13.jpg,neutral,Forward,center,1
13,c26_face14.jpg,,,,
14,c26_face15.jpg,,,,
15,c26_face16.jpg,,,,
16,c26_face17.jpg,neutral,Looking Right,closed,0
17,c26_face18.jpg,neutral,Looking Right,center,1
18,c26_face19.jpg,neutral,Forward,center,1
19,c26_face20.jpg,neutral,Looking Right,center,1
20,c26_face21.jpg,neutral,Forward,down,0
21,c26_face22.jpg,neutral,Forward,center,1
22,c26_face23.jpg,,,,
23,c26_face24.jpg,neutral,Forward,center,1
24,c26_face25.jpg,neutral,Forward,center,1
25,c26_face26.jpg,neutral,Forward,down,0
26,c26_face27.jpg,neutral,Forward,center,1
27,c26_face28.jpg,neutral,Forward,center,1
28,c26_face29.jpg,neutral,Forward,down,0
29,c26_face30.jpg,neutral,Forward,center,1
30,c26_face32.jpg,neutral,Forward,down,0
31,c26_face33.jpg,neutral,Forward,down,0
32,c26_face34.jpg,neutral,Forward,center,1
33,c26_face35.jpg,neutral,Forward,down,0
34,c26_face36.jpg,neutral,Forward,right,1
35,c26_face37.jpg,neutral,Forward,center,1
36,c26_face39.jpg,neutral,Looking Right,down,0
37,c26_face41.jpg,neutral,Looking Up,down,0
38,c26_face42.jpg,neutral,Looking Up,down,0
39,c26_face43.jpg,neutral,Looking Right,down,0
40,c26_face45.jpg,neutral,Looking Right,down,0
41,c26_face47.jpg,neutral,Forward,down,0
42,c26_face48.jpg,neutral,Looking Right,down,0
43,c26_face50.jpg,neutral,Forward,down,0
44,c26_face54.jpg,neutral,Looking Right,closed,0
45,c26_face56.jpg,neutral,Looking Right,down,0
46,c26_face58.jpg,neutral,Looking Right,closed,0
47,c26_face60.jpg,neutral,Looking Right,center,1
48,c26_face62.jpg,neutral,Looking Right,down,0
49,c26_face64.jpg,neutral,Forward,down,0
50,c26_face65.jpg,neutral,Looking Right,center,1
51,c26_face67.jpg,neutral,Forward,closed,0
52,c26_face68.jpg,neutral,Looking Right,up,0
53,c26_face69.jpg,neutral,Looking Right,center,1
54,c26_face70.jpg,neutral,Looking Right,down,0
55,c26_face71.jpg,neutral,Forward,down,0
56,c26_face72.jpg,neutral,Looking Right,closed,0
57,c26_face75.jpg,neutral,Forward,closed,0
58,c26_face76.jpg,neutral,Looking Right,up,0
59,c26_face79.jpg,neutral,Forward,closed,0
60,c26_face81.jpg,neutral,Forward,center,1
61,c26_face83.jpg,neutral,Forward,closed,0
62,c26_face84.jpg,neutral,Forward,left,0
63,c26_face89.jpg,neutral,Forward,up,0
64,c26_face95.jpg,neutral,Looking Right,center,0
65,c26_face97.jpg,neutral,Forward,center,1
